,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback
1557,1557,237,206719,6.27,1.1,7.31,1.1,2.77,26.56,Nishioka,Hit,Fore
1558,1558,238,207478,9.34,17.83,,,,,Nishioka,Bounce,
1559,1559,238,207489,12.84,25.63,4.53,0.1,11.04,25.63,Nishioka,Hit,Fore
1560,1560,238,207523,6.56,1.01,,,,,Nishioka,Bounce,
1561,1561,238,207534,6.3,-2.31,5.29,-2.31,8.07,25.11,Nishioka,Hit,Back
1562,1562,238,207558,2.64,17.36,,,,,Nishioka,Bounce,
1563,1563,238,207574,1.32,25.32,5.72,-2.3,2.64,25.32,Nishioka,Hit,Back
1564,1564,238,207612,7.14,5.06,,,,,Nishioka,Bounce,
1565,1565,238,207628,9.13,0.1,7.83,0.1,4.52,26.53,Nishioka,Hit,Back
1566,1566,238,207654,2.63,22.98,,,,,Nishioka,Bounce,
1567,1567,238,207662,1.2,26.5,7.6,0.41,3.34,26.5,Nishioka,Hit,Back
1568,1568,238,207713,4,9.93,,,,,Nishioka,Bounce,
1569,1569,238,207733,3.73,7.16,5,7.16,6.08,24.18,Nishioka,Hit,Fore
1570,1570,238,207758,9.03,16.51,,,,,Nishioka,Bounce,
1571,1571,238,207772,10.65,18.79,5.04,9.93,9.5,18.79,Nishioka,Hit,Fore
1572,1572,238,207799,8.55,4.34,,,,,Nishioka,Bounce,
1573,1573,239,208558,5.08,17.51,,,,,Nishioka,Bounce,
1574,1574,239,208570,4.39,27.19,6.69,0,3.17,27.19,Nishioka,Hit,Fore
1575,1575,239,208605,6.52,5.44,,,,,Nishioka,Bounce,
1576,1576,239,208624,7.37,1.31,8.35,1.31,5.42,27.41,Nishioka,Hit,Fore
1577,1577,239,208646,8.21,21.78,,,,,Nishioka,Bounce,
1578,1578,239,208658,9.22,27.41,7.2,-0.57,7.95,27.41,Nishioka,Hit,Fore
1579,1579,239,208689,1.86,3.79,,,,,Nishioka,Bounce,
1580,1580,239,208705,-0.1,-0.45,1.72,-0.45,7.13,25.83,Nishioka,Hit,Fore
1581,1581,239,208739,8.83,19.78,,,,,Nishioka,Bounce,
1582,1582,239,208750,10.89,23.57,3.25,-0.48,9.62,23.57,Nishioka,Hit,Fore
1583,1583,239,208775,4.63,5.71,,,,,Nishioka,Bounce,
1584,1584,239,208794,2.57,-0.57,3.57,-0.57,7.99,24.7,Nishioka,Hit,Fore
1585,1585,239,208821,8.94,22.13,,,,,Nishioka,Bounce,
1586,1586,239,208831,11.14,26.42,5.12,-1.15,9.39,26.42,Nishioka,Hit,Fore
1587,1587,239,208862,4.22,2.72,,,,,Nishioka,Bounce,
1588,1588,239,208878,3.49,-1.63,4.52,-1.63,7.79,26.7,Nishioka,Hit,Fore
1589,1589,239,208909,7.14,23.47,,,,,Nishioka,Bounce,
1590,1590,239,208915,7.93,26.89,5.36,-2.28,6.98,26.89,Nishioka,Hit,Fore
1591,1591,239,208946,5.78,3.67,,,,,Nishioka,Bounce,
1592,1592,239,208953,5.84,-1.25,4.95,-1.25,5.53,26.1,Nishioka,Hit,Back
1593,1593,239,208982,2.09,19.89,,,,,Nishioka,Bounce,
1594,1594,239,208997,0.48,25.9,5.97,-1.62,2.3,25.9,Nishioka,Hit,Back
1595,1595,239,209029,4.47,2.16,,,,,Nishioka,Bounce,
1596,1596,239,209041,5.32,-1.86,6.11,-1.86,3.91,25.7,Nishioka,Hit,Fore
1597,1597,239,209063,8.2,21.44,,,,,Nishioka,Bounce,
1598,1598,239,209072,9.19,27.12,5.99,-1.86,7.88,27.12,Nishioka,Hit,Fore
1599,1599,239,209110,7.62,1.26,,,,,Nishioka,Bounce,
1600,1600,239,209133,8.23,-1.76,6.84,-1.76,6.99,25.95,Nishioka,Hit,Back
1601,1601,239,209159,3.01,18.44,,,,,Nishioka,Bounce,
1602,1602,239,209174,1.42,25.4,6.99,-1.77,2.84,25.4,Nishioka,Hit,Back
1603,1603,239,209202,8.12,6.23,,,,,Nishioka,Bounce,
1604,1604,239,209221,11.32,-0.8,10.04,-0.8,3.76,25.55,Nishioka,Hit,Back
1605,1605,239,209244,2.85,17.73,,,,,Nishioka,Bounce,
1606,1606,239,209262,-0.41,24.99,8.54,-1.11,0.94,24.99,Nishioka,Hit,Back
1607,1607,239,209296,3.26,1.47,,,,,Nishioka,Bounce,
1608,1608,239,209309,3.97,-2.68,4.96,-2.68,4.47,25.18,Nishioka,Hit,Fore
1609,1609,241,213125,5.77,16.87,,,,,Nakashima,Bounce,
1610,1610,241,213136,5.65,22.55,5.62,-0.85,6.84,22.55,Nakashima,Hit,Back
1611,1611,243,213878,4.37,17.04,,,,,Nakashima,Bounce,
1612,1612,243,213888,2.83,22.24,7.05,-0.18,2.09,22.24,Nakashima,Hit,Fore
1613,1613,243,213905,3.58,6.76,,,,,Nakashima,Bounce,
1614,1614,243,213921,3.95,-1.91,4.9,-1.91,3.39,22.94,Nakashima,Hit,Fore
1615,1615,243,213946,5.03,19.4,,,,,Nakashima,Bounce,
1616,1616,243,213959,5.24,24.83,5.13,-1.79,6.12,24.83,Nakashima,Hit,Back
1617,1617,245,214800,8.58,17.66,,,,,Nakashima,Bounce,
1618,1618,245,214810,10,22.31,5.33,-1.12,8.45,22.31,Nakashima,Hit,Fore
1619,1619,245,214830,6.05,5.99,,,,,Nakashima,Bounce,
1620,1620,245,214847,4.97,-1.37,5.68,-1.37,6.53,23.61,Nakashima,Hit,Fore
1621,1621,245,214893,3.21,22.47,,,,,Nakashima,Bounce,
1622,1622,245,214907,2.04,26.63,5.96,-2.92,3.1,26.63,Nakashima,Hit,Back
1623,1623,245,214933,8.16,5.11,,,,,Nakashima,Bounce,
1624,1624,245,214949,10.59,-1.54,9.02,-1.54,4.09,26.44,Nakashima,Hit,Back
1625,1625,245,214973,9.46,22.43,,,,,Nakashima,Bounce,
1626,1626,246,215475,1.82,16.74,,,,,Nakashima,Bounce,
1627,1627,246,215485,-2.17,23.43,7.26,-0.08,0.41,23.43,Nakashima,Hit,Back
1628,1628,248,217148,2.64,6.99,,,,,Nishioka,Bounce,
1629,1629,248,217160,-0.16,-1.13,1.84,-1.13,6.81,23.7,Nishioka,Hit,Fore
1630,1630,248,217182,4.31,16.74,,,,,Nishioka,Bounce,
1631,1631,248,217201,5.99,23.97,2.84,-0.61,6.83,23.97,Nishioka,Hit,Back
1632,1632,248,217227,6.43,2.36,,,,,Nishioka,Bounce,
1633,1633,248,217238,6.82,-1.36,5.94,-1.36,6.09,24.71,Nishioka,Hit,Back
1634,1634,248,217266,4.3,17.71,,,,,Nishioka,Bounce,
1635,1635,248,217283,3.47,23.95,6.08,-3.5,-1.22,23.95,Nishioka,Hit,Fore
1636,1636,248,217303,5.8,4.74,,,,,Nishioka,Bounce,
1637,1637,248,217317,6.7,-1.64,5.63,-1.64,4.78,23.95,Nishioka,Hit,Back
1638,1638,248,217347,7.92,19.53,,,,,Nishioka,Bounce,
1639,1639,248,217362,8.79,25.61,4.9,-2.87,7.35,25.61,Nishioka,Hit,Fore
1640,1640,248,217386,4.01,4.17,,,,,Nishioka,Bounce,
1641,1641,248,217403,2.98,-1.23,3.99,-1.23,7.08,25.8,Nishioka,Hit,Fore
1642,1642,248,217430,6.98,21.68,,,,,Nishioka,Bounce,
1643,1643,248,217439,7.92,25.4,5.03,-1.48,6.77,25.4,Nishioka,Hit,Fore
1644,1644,248,217468,2.22,3.7,,,,,Nishioka,Bounce,
1645,1645,248,217483,0.44,-1.99,2.01,-1.99,6.27,25.63,Nishioka,Hit,Fore
1646,1646,248,217511,7.93,20.23,,,,,Nishioka,Bounce,
1647,1647,248,217524,10.11,25.24,3.03,-1.89,8.71,25.24,Nishioka,Hit,Fore
1648,1648,248,217551,2.78,2.89,,,,,Nishioka,Bounce,
1649,1649,248,217563,0.64,-2.43,2.13,-2.43,7.24,25.79,Nishioka,Hit,Fore
1650,1650,248,217591,7.19,22.52,,,,,Nishioka,Bounce,
1651,1651,248,217598,8.23,25.74,2.99,-2.41,7.14,25.74,Nishioka,Hit,Fore
1652,1652,248,217636,7.67,0.58,,,,,Nishioka,Bounce,
1653,1653,248,217648,7.97,-4.17,6.77,-4.17,5.4,25.72,Nishioka,Hit,Back
1654,1654,248,217673,3.14,17.8,,,,,Nishioka,Bounce,
1655,1655,248,217690,0.8,25.6,-9.04,-3.5,2.25,25.6,Nishioka,Hit,Back
1656,1656,248,217719,7.79,1.96,,,,,Nishioka,Bounce,
1657,1657,248,217730,9.38,-2.81,7.76,-2.81,3.52,25.46,Nishioka,Hit,Back
1658,1658,248,217757,9.12,21.15,,,,,Nishioka,Bounce,
1659,1659,248,217770,9.79,26.23,-9.33,-3.52,8.05,26.23,Nishioka,Hit,Fore
1660,1660,248,217797,2.02,4.23,,,,,Nishioka,Bounce,
1661,1661,248,217811,-0.21,-1.23,1.41,-1.23,8.76,26.85,Nishioka,Hit,Fore
1662,1662,248,217837,1.59,23.8,,,,,Nishioka,Bounce,
1663,1663,249,218678,8.29,6.36,,,,,Nishioka,Bounce,
1664,1664,249,218690,11.06,-2.6,9.3,-2.6,4.21,23.14,Nishioka,Hit,Back
1665,1665,251,219464,2.42,6.5,,,,,Nishioka,Bounce,
1666,1666,251,219474,0.12,-0.24,1.24,-0.24,6.59,23.36,Nishioka,Hit,Fore
1667,1667,252,220156,9.38,7.05,,,,,Nishioka,Bounce,
1668,1668,253,220614,2.43,6.43,,,,,Nishioka,Bounce,
1669,1669,253,220624,-0.66,-1.23,0.92,-1.23,6.43,23.42,Nishioka,Hit,Fore
1670,1670,253,220650,5.23,20.86,,,,,Nishioka,Bounce,
1671,1671,253,220658,6.07,24.59,2.3,-1.24,6.77,24.59,Nishioka,Hit,Back
1672,1672,253,220686,8.06,1.57,,,,,Nishioka,Bounce,
1673,1673,253,220698,8.79,-2.1,7.63,-2.1,5.76,24.86,Nishioka,Hit,Back
1674,1674,253,220728,8.83,22.85,,,,,Nishioka,Bounce,
1675,1675,253,220732,9.14,24.57,6.54,-1.59,7.19,24.57,Nishioka,Hit,Fore
1676,1676,253,220789,3.63,2.06,,,,,Nishioka,Bounce,
1677,1677,253,220812,2.56,1.14,1.6,1.14,6.06,25.9,Nishioka,Hit,Back
1678,1678,253,220832,8.78,22.01,,,,,Nishioka,Bounce,
1679,1679,253,220840,10.45,25.79,3.67,1.71,8.87,25.79,Nishioka,Hit,Fore
1680,1680,253,220877,2.66,5.95,,,,,Nishioka,Bounce,
1681,1681,253,220890,1.27,3.4,2.45,3.4,6.57,23.48,Nishioka,Hit,Fore
1682,1682,253,220923,2.92,21.53,,,,,Nishioka,Bounce,
1683,1683,253,220931,2.88,24.54,3.69,4.04,3.8,24.54,Nishioka,Hit,Back
1684,1684,253,220949,,,,,,,Nishioka,NoBounce,
1685,1685,253,220954,8.13,5.66,6.38,5.66,4.08,24.82,Nishioka,Hit,Back
1686,1686,255,224605,3.2,6.43,,,,,Nakashima,Bounce,
1687,1687,255,224617,2.21,-0.07,3.81,-0.07,5.78,23.82,Nakashima,Hit,Fore
1688,1688,255,224637,5.88,17.89,,,,,Nakashima,Bounce,
1689,1689,255,224650,7.28,25.21,5.16,-0.86,6.17,25.21,Nakashima,Hit,Fore
1690,1690,255,224678,4.66,1.51,,,,,Nakashima,Bounce,
1691,1691,255,224691,4.17,-2.81,5.31,-2.81,5.88,25.89,Nakashima,Hit,Fore
1692,1692,255,224718,7.21,21.16,,,,,Nakashima,Bounce,
1693,1693,255,224728,8.3,25.82,4.91,-2.69,7.15,25.82,Nakashima,Hit,Fore
1694,1694,255,224757,6.26,2.42,,,,,Nakashima,Bounce,
1695,1695,255,224770,6.09,-2.12,5.3,-2.12,5.6,25.35,Nakashima,Hit,Back
1696,1696,255,224801,4.04,23.56,,,,,Nakashima,Bounce,
1697,1697,255,224811,3.62,27.41,5.6,-2.38,4.81,27.41,Nakashima,Hit,Back
1698,1698,255,224842,3.57,2.13,,,,,Nakashima,Bounce,
1699,1699,255,224854,3.59,-2.52,4.76,-2.52,5.57,27.12,Nakashima,Hit,Fore
1700,1700,255,224879,7,19.58,,,,,Nakashima,Bounce,
1701,1701,255,224892,8.19,26.9,4.94,-1.37,7.21,26.9,Nakashima,Hit,Fore
1702,1702,255,224922,4.07,2.72,,,,,Nakashima,Bounce,
1703,1703,255,224938,3.32,-2.42,4.43,-2.42,6.13,26.38,Nakashima,Hit,Fore
1704,1704,255,224961,5.98,21.4,,,,,Nakashima,Bounce,
1705,1705,255,224973,6.93,27.08,5.75,-2.31,7.92,27.08,Nakashima,Hit,Back
1706,1706,255,225009,5.12,7.42,,,,,Nakashima,Bounce,
1707,1707,255,225033,5.63,1.45,6.3,1.45,6.05,27.37,Nakashima,Hit,Fore
1708,1708,255,225052,8.74,19.91,,,,,Nakashima,Bounce,
1709,1709,255,225067,11.27,27.48,7.33,4.1,9.7,27.48,Nakashima,Hit,Fore
1710,1710,255,225085,,,,,,,Nakashima,NoBounce,
1711,1711,255,225096,5.37,6.06,6.2,6.06,-0.12,26.57,Nakashima,Hit,Fore
1712,1712,255,225128,3.57,20.35,,,,,Nakashima,Bounce,
1713,1713,255,225145,2.88,23.03,5.44,6.9,4.27,23.03,Nakashima,Hit,Back
1714,1714,255,225170,8.21,6.07,,,,,Nakashima,Bounce,
1715,1715,256,225750,9.38,5.91,,,,,Nakashima,Bounce,
1716,1716,256,225759,13.06,0.01,11.17,0.01,3.75,23.35,Nakashima,Hit,Back
1717,1717,256,225791,3.7,23.67,,,,,Nakashima,Bounce,
1718,1718,256,225793,3.38,24.28,11.21,0.01,2.88,24.28,Nakashima,Hit,Fore
1719,1719,258,226556,4.6,5.94,,,,,Nakashima,Bounce,
1720,1720,258,226568,4.87,0.08,3.67,0.08,5.62,23.9,Nakashima,Hit,Back
1721,1721,258,226591,7.85,22.24,,,,,Nakashima,Bounce,
1722,1722,258,226596,8.29,25.49,5.5,-0.5,7.45,25.49,Nakashima,Hit,Fore
1723,1723,258,226632,4.1,4.66,,,,,Nakashima,Bounce,
1724,1724,258,226645,3.09,0.71,4.33,0.71,6.29,26.93,Nakashima,Hit,Fore
1725,1725,258,226681,8.1,14.62,,,,,Nakashima,Bounce,
1726,1726,258,226706,9.95,19.16,4.62,0.68,9.01,19.16,Nakashima,Hit,Fore
1727,1727,258,226736,8.6,7.59,,,,,Nakashima,Bounce,
1728,1728,259,227514,8.29,7.09,,,,,Nakashima,Bounce,
1729,1729,259,227524,12.1,-0.28,10.55,-0.28,3.81,22.97,Nakashima,Hit,Back
1730,1730,259,227543,4.37,17.33,,,,,Nakashima,Bounce,
1731,1731,259,227556,1.63,23.55,9.65,-0.27,2.94,23.55,Nakashima,Hit,Back
1732,1732,259,227586,3.65,0.16,,,,,Nakashima,Bounce,
1733,1733,259,227596,3.63,-3.69,5.01,-3.69,5.03,23.92,Nakashima,Hit,Fore
1734,1734,259,227618,4.03,19.58,,,,,Nakashima,Bounce,
1735,1735,259,227630,3.81,24.54,4.84,-4.26,5.09,24.54,Nakashima,Hit,Back
1736,1736,261,228449,3.17,6.74,,,,,Nakashima,Bounce,
1737,1737,261,228467,2.8,0.09,3.89,0.09,5.28,24.44,Nakashima,Hit,Fore
1738,1738,261,228512,6.03,22.06,,,,,Nakashima,Bounce,
1739,1739,261,228522,6.73,25.78,5.29,-0.37,5.76,25.78,Nakashima,Hit,Fore
1740,1740,261,228546,4.29,3.57,,,,,Nakashima,Bounce,
1741,1741,261,228555,4.29,-0.87,4.95,-0.87,5.84,25.93,Nakashima,Hit,Fore
1742,1742,261,228579,8.04,20.56,,,,,Nakashima,Bounce,
1743,1743,261,228586,9.33,25.35,5.38,-2.1,8.32,25.35,Nakashima,Hit,Fore
1744,1744,261,228612,2.96,2.34,,,,,Nakashima,Bounce,
1745,1745,261,228623,1.6,-2.29,2.76,-2.29,7.38,24.73,Nakashima,Hit,Fore
1746,1746,261,228645,7.38,18.96,,,,,Nakashima,Bounce,
1747,1747,261,228672,9.27,24.24,4.35,-2.62,8.25,24.24,Nakashima,Hit,Fore
1748,1748,261,228695,2.99,3.39,,,,,Nakashima,Bounce,
1749,1749,261,228708,1.42,-2,2.61,-2,7.09,24.32,Nakashima,Hit,Fore
1750,1750,261,228733,4.86,19.02,,,,,Nakashima,Bounce,
1751,1751,261,228743,5.95,24.76,4.58,-3.15,6.89,24.76,Nakashima,Hit,Back
1752,1752,261,228765,1.63,1.4,,,,,Nakashima,Bounce,
1753,1753,262,229307,5.5,6.74,,,,,Nakashima,Bounce,
1754,1754,264,230439,8.38,17.06,,,,,Nishioka,Bounce,
1755,1755,264,230448,10.92,23.47,4.63,-0.04,9.57,23.47,Nishioka,Hit,Fore
1756,1756,264,230476,7.59,1.5,,,,,Nishioka,Bounce,
1757,1757,264,230484,7.4,-0.99,6.47,-0.99,7.42,23.6,Nishioka,Hit,Back
1758,1758,264,230515,4.96,19.49,,,,,Nishioka,Bounce,
1759,1759,264,230528,4.49,25.2,6.13,-3.46,5.59,25.2,Nishioka,Hit,Back
1760,1760,264,230554,9.07,3.74,,,,,Nishioka,Bounce,
1761,1761,264,230567,11.44,-2.86,9.14,-2.86,4.38,24.39,Nishioka,Hit,Back
1762,1762,265,231246,1.77,17.82,,,,,Nishioka,Bounce,
1763,1763,266,231758,6.23,17.17,,,,,Nishioka,Bounce,
1764,1764,266,231768,7.54,25.36,4.62,0.34,8.56,25.36,Nishioka,Hit,Back
1765,1765,266,231816,7.29,1.02,,,,,Nishioka,Bounce,
1766,1766,266,231837,8.26,-1.35,8.95,-1.35,4.98,26.65,Nishioka,Hit,Fore
1767,1767,266,231863,1.7,20.61,,,,,Nishioka,Bounce,
1768,1768,266,231876,-0.96,26.84,8.32,-2.5,1.33,26.84,Nishioka,Hit,Back
1769,1769,266,231900,3.17,3.69,,,,,Nishioka,Bounce,
1770,1770,266,231912,3.77,-2.92,5.01,-2.92,1.03,26.19,Nishioka,Hit,Fore
1771,1771,266,231944,6.16,21.66,,,,,Nishioka,Bounce,
1772,1772,266,231956,6.86,26.81,4.67,-3.83,5.85,26.81,Nishioka,Hit,Fore
1773,1773,266,231981,7.55,3.68,,,,,Nishioka,Bounce,
1774,1774,266,231993,8.09,-1.74,6.92,-1.74,5.51,25.48,Nishioka,Hit,Back
1775,1775,266,232020,7.3,21.02,,,,,Nishioka,Bounce,
1776,1776,266,232031,7.37,25.22,6.15,-2.8,6.52,25.22,Nishioka,Hit,Fore
1777,1777,266,232055,3.16,3.56,,,,,Nishioka,Bounce,
1778,1778,266,232066,2.18,-1.23,3.37,-1.23,6.22,25.43,Nishioka,Hit,Fore
1779,1779,266,232098,9.08,20.74,,,,,Nishioka,Bounce,
1780,1780,266,232107,10.67,24.47,4.01,-2.39,9.17,24.47,Nishioka,Hit,Fore
1781,1781,266,232133,2.84,2.78,,,,,Nishioka,Bounce,
1782,1782,266,232144,1.53,-1.65,2.5,-1.65,8.33,23.93,Nishioka,Hit,Fore
1783,1783,266,232176,4.26,19.19,,,,,Nishioka,Bounce,
1784,1784,266,232186,4.55,23.25,4.59,-3.55,5.64,23.25,Nishioka,Hit,Back
1785,1785,266,232208,2.37,5.6,,,,,Nishioka,Bounce,
1786,1786,266,232228,1.38,-3.54,2.71,-3.54,5.08,18.43,Nishioka,Hit,Fore
1787,1787,266,232249,5.18,14.84,,,,,Nishioka,Bounce,
1788,1788,266,232252,5.55,16.8,3.18,-2.72,4.94,16.8,Nishioka,Hit,Fore
1789,1789,267,232988,5.18,17.26,,,,,Nishioka,Bounce,
1790,1790,267,232999,4.39,25.82,6.75,0.7,2.57,25.82,Nishioka,Hit,Fore
1791,1791,267,233048,4.17,2.07,,,,,Nishioka,Bounce,
1792,1792,267,233069,3.58,-0.98,4.95,-0.98,6.24,27.24,Nishioka,Hit,Fore
1793,1793,268,233775,9.22,16.6,,,,,Nishioka,Bounce,
1794,1794,268,233785,12.88,24.18,4.4,-0.14,11.08,24.18,Nishioka,Hit,Fore
1795,1795,268,233821,3.43,0.62,,,,,Nishioka,Bounce,
1796,1796,268,233828,2.66,-0.79,3.89,-0.79,10.46,23.51,Nishioka,Hit,Fore
1797,1797,268,233866,4.14,19.23,,,,,Nishioka,Bounce,
1798,1798,268,233884,4.32,23.84,5.34,-3.44,5.68,23.84,Nishioka,Hit,Back
1799,1799,268,233904,8.62,5.73,,,,,Nishioka,Bounce,
1800,1800,268,233923,11.22,-3.36,9.43,-3.36,5.73,19.89,Nishioka,Hit,Back
1801,1801,268,233953,,,,,,,Nishioka,NoBounce,
1802,1802,268,233956,4.24,14.87,10.27,-2.56,5.42,14.87,Nishioka,Hit,Back
1803,1803,268,233970,2.61,4.65,,,,,Nishioka,Bounce,
1804,1804,269,234814,3.14,16.38,,,,,Nishioka,Bounce,
1805,1805,269,234826,-0.27,26.89,6.93,-0.4,1.3,26.89,Nishioka,Hit,Back
1806,1806,271,235633,6.13,16.37,,,,,Nishioka,Bounce,
1807,1807,271,235643,7.69,23.66,4.83,-0.13,8.83,23.66,Nishioka,Hit,Back
1808,1808,271,235675,8.83,4.38,,,,,Nishioka,Bounce,
1809,1809,271,235694,10.68,-1.54,8.78,-1.54,4.92,24.94,Nishioka,Hit,Back
1810,1810,271,235721,3.58,17.2,,,,,Nishioka,Bounce,
1811,1811,271,235738,1.69,23.11,7.71,-3.36,2.7,23.11,Nishioka,Hit,Back
1812,1812,271,235767,7.95,3.74,,,,,Nishioka,Bounce,
1813,1813,271,235782,10.64,-2.08,9.13,-2.08,4.24,24.56,Nishioka,Hit,Back
1814,1814,271,235804,2.58,19.38,,,,,Nishioka,Bounce,
1815,1815,271,235815,0.45,24.38,8.65,-0.96,1.64,24.38,Nishioka,Hit,Back
1816,1816,271,235851,3.72,3.67,,,,,Nishioka,Bounce,
1817,1817,271,235869,4.61,-1.87,5.9,-1.87,4.79,25.76,Nishioka,Hit,Fore
1818,1818,271,235892,8.22,20.61,,,,,Nishioka,Bounce,
1819,1819,271,235905,9.9,27.17,5.03,-1.11,8.5,27.17,Nishioka,Hit,Fore
1820,1820,271,235930,3.02,6.89,,,,,Nishioka,Bounce,
1821,1821,271,235948,0.48,-0.28,1.74,-0.28,8.06,25.75,Nishioka,Hit,Fore
1822,1822,272,236701,4.77,16.88,,,,,Nishioka,Bounce,
1823,1823,272,236712,3.91,26.87,6.68,-0.09,2.64,26.87,Nishioka,Hit,Fore
1824,1824,272,236754,2.9,6.44,,,,,Nishioka,Bounce,
1825,1825,272,236776,2.12,-0.24,3.57,-0.24,6.05,27.3,Nishioka,Hit,Fore
1826,1826,272,236791,8.93,18.94,,,,,Nishioka,Bounce,
1827,1827,274,237750,9.1,17.4,,,,,Nishioka,Bounce,
1828,1828,274,237760,12.12,23.11,4.89,0.82,10.09,23.11,Nishioka,Hit,Fore
1829,1829,274,237787,5.15,1.27,,,,,Nishioka,Bounce,
1830,1830,274,237794,4.45,-0.4,3.9,-0.4,8.99,22.93,Nishioka,Hit,Back
1831,1831,275,238492,4.94,17.84,,,,,Nishioka,Bounce,
1832,1832,275,238504,4.2,26.89,6.79,-0.09,3.25,26.89,Nishioka,Hit,Fore
1833,1833,275,238532,4.53,8.6,,,,,Nishioka,Bounce,
1834,1834,275,238552,4.97,2.95,5.85,2.95,5.66,27.01,Nishioka,Hit,Fore
1835,1835,275,238573,9.17,22.45,,,,,Nishioka,Bounce,
1836,1836,275,238583,11.23,26.79,6.05,4.29,9.1,26.79,Nishioka,Hit,Fore
1837,1837,277,239474,6.05,16.1,,,,,Nishioka,Bounce,
1838,1838,277,239485,8,23.71,4.77,-0.14,8.61,23.71,Nishioka,Hit,Back
1839,1839,277,239510,5.81,5.6,,,,,Nishioka,Bounce,
1840,1840,277,239527,5.55,0,4.48,0,5.78,25.1,Nishioka,Hit,Back
1841,1841,278,240224,2.36,16.95,,,,,Nishioka,Bounce,
1842,1842,278,240235,-1.09,27.03,6.95,0.24,0.92,27.03,Nishioka,Hit,Back
1843,1843,279,240923,6.21,17.15,,,,,Nishioka,Bounce,
1844,1844,280,241427,5.14,17.53,,,,,Nishioka,Bounce,
1845,1845,281,244910,5.88,17.67,,,,,Nakashima,Bounce,
1846,1846,281,244919,5.75,24.69,5.31,-0.37,7.03,24.69,Nakashima,Hit,Back
1847,1847,281,244964,5.94,2.89,,,,,Nakashima,Bounce,
1848,1848,281,244977,6.43,0.6,5.2,0.6,5.57,26.08,Nakashima,Hit,Back
1849,1849,281,244999,8.19,21.03,,,,,Nakashima,Bounce,
1850,1850,281,245011,9.09,26.95,5.58,2.95,7.59,26.95,Nakashima,Hit,Fore
1851,1851,281,245033,2.38,6.49,,,,,Nakashima,Bounce,
1852,1852,282,245483,2.74,16.99,,,,,Nakashima,Bounce,
1853,1853,282,245493,0.03,23.95,7.12,-0.74,1.35,23.95,Nakashima,Hit,Back
1854,1854,282,245521,6.52,0.48,,,,,Nakashima,Bounce,
1855,1855,282,245527,7.31,-2.12,6.45,-2.12,3.11,23.67,Nakashima,Hit,Back
1856,1856,282,245584,6.66,21.63,,,,,Nakashima,Bounce,
1857,1857,282,245614,6.59,27.46,-7.92,-4.62,5.34,27.46,Nakashima,Hit,Fore
1858,1858,282,245640,3.7,2.97,,,,,Nakashima,Bounce,
1859,1859,282,245654,3.01,-2.84,4.23,-2.84,5.97,27.24,Nakashima,Hit,Fore
1860,1860,282,245679,6.17,17.81,,,,,Nakashima,Bounce,
1861,1861,282,245695,7.1,25.3,4.84,-3.26,6.01,25.3,Nakashima,Hit,Fore
1862,1862,282,245721,2.86,1.55,,,,,Nakashima,Bounce,
1863,1863,282,245732,1.97,-2.75,3,-2.75,5.96,24.79,Nakashima,Hit,Fore
1864,1864,282,245755,6.41,17.98,,,,,Nakashima,Bounce,
1865,1865,282,245770,8.04,24.7,4.09,-3,6.88,24.7,Nakashima,Hit,Fore
1866,1866,282,245792,7.15,3.96,,,,,Nakashima,Bounce,
1867,1867,282,245805,7.22,-2.16,5.76,-2.16,5.74,25.02,Nakashima,Hit,Back
1868,1868,282,245832,3.35,19.22,,,,,Nakashima,Bounce,
1869,1869,282,245846,1.98,25.08,6.21,-3.52,3.18,25.08,Nakashima,Hit,Back
1870,1870,284,246651,6.83,16.97,,,,,Nakashima,Bounce,
1871,1871,284,246662,7.45,22.89,5.36,-1.67,8.49,22.89,Nakashima,Hit,Back
1872,1872,284,246690,6.96,0.4,,,,,Nakashima,Bounce,
1873,1873,284,246697,7.23,-2.97,6.31,-2.97,6.4,23.64,Nakashima,Hit,Back
1874,1874,284,246751,5.76,19.71,,,,,Nakashima,Bounce,
1875,1875,284,246772,5.79,24.93,5.7,-3.66,4.68,24.93,Nakashima,Hit,Fore
1876,1876,284,246796,3.37,3.41,,,,,Nakashima,Bounce,
1877,1877,284,246814,2.63,-4.25,3.84,-4.25,6.15,24.87,Nakashima,Hit,Fore
1878,1878,286,247656,4.51,15.88,,,,,Nakashima,Bounce,
1879,1879,286,247668,2.66,22.47,6.89,-0.25,1.91,22.47,Nakashima,Hit,Fore
1880,1880,287,248199,5.71,17.46,,,,,Nakashima,Bounce,
1881,1881,287,248211,5.21,25.17,5.36,-0.62,7.07,25.17,Nakashima,Hit,Back
1882,1882,287,248261,5.6,4.44,,,,,Nakashima,Bounce,
1883,1883,287,248277,6.03,2.1,4.92,2.1,5.23,26.85,Nakashima,Hit,Back
1884,1884,287,248295,2.18,20.73,,,,,Nakashima,Bounce,
1885,1885,287,248306,0.21,27.28,4.91,4.46,1.78,27.28,Nakashima,Hit,Back
1886,1886,287,248317,,,,,,,Nakashima,NoBounce,
1887,1887,287,248328,5.94,8.6,5.42,8.6,-0.22,27.38,Nakashima,Hit,Back
1888,1888,291,250286,1.85,7.09,,,,,Nishioka,Bounce,
