,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback
0,0,1,861,12.2,23.47,4.57,-1.97,10,23.47,Nishioka,Hit,Fore
1,1,2,1296,5.42,17.15,,,,,Nishioka,Bounce,
2,2,3,1730,9.26,16.21,,,,,Nishioka,Bounce,
3,3,3,1742,13.96,24.5,4.57,-0.04,11.12,24.5,Nishioka,Hit,Fore
4,4,4,2241,2.23,16.56,,,,,Nishioka,Bounce,
5,5,4,2252,-0.77,25.99,6.78,-0.78,0.91,25.99,Nishioka,Hit,Back
6,6,4,2286,2.1,3.2,,,,,Nishioka,Bounce,
7,7,4,2307,2.14,-2.55,3.65,-2.55,4.4,26.28,Nishioka,Hit,Fore
8,8,4,2333,6.97,21.71,,,,,Nishioka,Bounce,
9,9,4,2343,8.34,26.39,4.35,-3.81,7.05,26.39,Nishioka,Hit,Fore
10,10,4,2368,3.46,8.23,,,,,Nishioka,Bounce,
11,11,4,2389,1.43,0.06,2.78,0.06,6.56,25.93,Nishioka,Hit,Fore
12,12,4,2416,7.04,20.76,,,,,Nishioka,Bounce,
13,13,4,2426,8.89,25.72,3.36,-0.67,7.93,25.72,Nishioka,Hit,Fore
14,14,4,2452,8.36,3.77,,,,,Nishioka,Bounce,
15,15,4,2465,8.75,-1.97,7.43,-1.97,6.04,24.53,Nishioka,Hit,Back
16,16,4,2510,5.18,22.52,,,,,Nishioka,Bounce,
17,17,4,2524,4.43,26.16,6.37,-3.23,5.7,26.16,Nishioka,Hit,Back
18,18,4,2554,8.82,2.23,,,,,Nishioka,Bounce,
19,19,4,2566,10.76,-2.09,8.91,-2.09,4.73,25.18,Nishioka,Hit,Back
20,20,6,3524,9.12,16.61,,,,,Nishioka,Bounce,
21,21,6,3535,12.31,23.55,4.82,-1.4,10.18,23.55,Nishioka,Hit,Fore
22,22,6,3558,3.6,5.11,,,,,Nishioka,Bounce,
23,23,6,3570,0.73,-0.93,2.36,-0.93,9.5,22.96,Nishioka,Hit,Fore
24,24,8,4497,4.74,16.65,,,,,Nishioka,Bounce,
25,25,8,4509,3.76,23.97,6.88,-1.35,3.08,23.97,Nishioka,Hit,Fore
26,26,8,4539,7.08,3.02,,,,,Nishioka,Bounce,
27,27,8,4559,8.35,-1.35,7.06,-1.35,5.19,25.72,Nishioka,Hit,Back
28,28,8,4591,5.98,21.79,,,,,Nishioka,Bounce,
29,29,8,4603,5.83,26.01,6.11,-1.65,6.83,26.01,Nishioka,Hit,Back
30,30,8,4629,8,5.97,,,,,Nishioka,Bounce,
31,31,8,4649,9.59,-2.17,8.44,-2.17,5.12,25.67,Nishioka,Hit,Back
32,32,8,4676,2.64,21.24,,,,,Nishioka,Bounce,
33,33,8,4685,1.19,26.06,8.06,-2.22,2.37,26.06,Nishioka,Hit,Back
34,34,10,6422,6.74,16.79,,,,,Nakashima,Bounce,
35,35,10,6434,7.4,23.38,5.58,-0.81,8.05,23.38,Nakashima,Hit,Back
36,36,10,6457,5.61,2.7,,,,,Nakashima,Bounce,
37,37,10,6470,5.11,-1.65,4.15,-1.65,6.18,24.47,Nakashima,Hit,Back
38,38,10,6497,2.7,17.68,,,,,Nakashima,Bounce,
39,39,10,6513,1.15,24.38,6.01,-3.18,2.95,24.38,Nakashima,Hit,Back
40,40,11,6991,1.89,17.99,,,,,Nakashima,Bounce,
41,41,11,7001,-1.25,23.89,7.5,-0.21,0.28,23.89,Nakashima,Hit,Back
42,42,11,7026,5.66,1.79,,,,,Nakashima,Bounce,
43,43,11,7036,6.31,-1.43,7.19,-1.43,1.95,24.22,Nakashima,Hit,Fore
44,44,11,7060,5.76,21.89,,,,,Nakashima,Bounce,
45,45,11,7067,5.75,24.91,6.09,-3.32,4.67,24.91,Nakashima,Hit,Fore
46,46,11,7097,5.52,1.98,,,,,Nakashima,Bounce,
47,47,11,7111,5.39,-3.42,4.41,-3.42,5.62,25.81,Nakashima,Hit,Back
48,48,11,7137,2.97,19.3,,,,,Nakashima,Bounce,
49,49,11,7151,1.91,25.58,6.05,-3.46,3.5,25.58,Nakashima,Hit,Back
50,50,11,7178,8.09,3.05,,,,,Nakashima,Bounce,
51,51,11,7190,9.8,-4.39,8.72,-4.39,3.63,25.21,Nakashima,Hit,Back
52,52,11,7226,2.75,21.61,,,,,Nakashima,Bounce,
53,53,11,7232,2.04,25.22,6.83,-3.38,3.37,25.22,Nakashima,Hit,Back
54,54,11,7252,3.51,5.63,,,,,Nakashima,Bounce,
55,55,11,7273,4.01,-2.48,5.03,-2.48,5.25,24.17,Nakashima,Hit,Fore
56,56,11,7303,7.02,18.78,,,,,Nakashima,Bounce,
57,57,11,7318,8.39,24.31,5.13,-3.81,6.9,24.31,Nakashima,Hit,Fore
58,58,11,7336,3.91,5.87,,,,,Nakashima,Bounce,
59,59,11,7355,1.53,-2.88,2.4,-2.88,6.17,24.57,Nakashima,Hit,Fore
60,60,11,7398,3.53,21.86,,,,,Nakashima,Bounce,
61,61,11,7407,3.34,25.42,5.19,-2.28,4.2,25.42,Nakashima,Hit,Back
62,62,11,7435,7.11,1.75,,,,,Nakashima,Bounce,
63,63,11,7448,8.3,-3.94,6.99,-3.94,5.29,25.29,Nakashima,Hit,Back
64,64,11,7477,1.68,17.7,,,,,Nakashima,Bounce,
65,65,11,7496,-2.57,25.62,6.96,-3.68,-0.39,25.62,Nakashima,Hit,Back
66,66,11,7526,7.29,-3.15,7.22,-3.15,-1.07,26.17,Nakashima,Hit,Back
67,67,11,7539,8.91,-3.45,7.52,-3.45,0.43,26.72,Nakashima,Hit,Back
68,68,11,7564,8.91,22.09,,,,,Nakashima,Bounce,
69,69,11,7579,9.47,27.18,5.24,-3.23,6.93,27.18,Nakashima,Hit,Fore
70,70,11,7711,,,,,,,Nakashima,NoBounce,
71,71,11,7714,4.93,1.68,5.18,1.68,4.2,26.84,Nakashima,Hit,Fore
72,72,11,7726,3.8,18.45,,,,,Nakashima,Bounce,
73,73,11,7736,2.32,27.04,5.25,3.9,2.88,27.04,Nakashima,Hit,Back
74,74,11,7762,,,,,,,Nakashima,NoBounce,
75,75,11,7764,2.85,6.67,3.47,6.67,4.15,26.5,Nakashima,Hit,Fore
76,76,13,8805,6.69,15.17,,,,,Nakashima,Bounce,
77,77,13,8820,7.6,23.23,5.56,-1.29,8.4,23.23,Nakashima,Hit,Back
78,78,13,8842,6.38,5.08,,,,,Nakashima,Bounce,
79,79,13,8858,6.29,-2.29,5.21,-2.29,5.81,23.9,Nakashima,Hit,Back
80,80,13,8888,9.48,22.87,,,,,Nakashima,Bounce,
81,81,13,8894,10.39,25.79,4.98,-3.33,8.38,25.79,Nakashima,Hit,Fore
82,82,14,9427,1.62,17.57,,,,,Nakashima,Bounce,
83,83,14,9436,-1.48,23.75,7.43,-0.07,0.6,23.75,Nakashima,Hit,Back
84,84,14,9459,6.62,3.24,,,,,Nakashima,Bounce,
85,85,14,9468,8.31,-1.07,7.29,-1.07,0.77,22.52,Nakashima,Hit,Back
86,86,14,9497,7.74,22.35,,,,,Nakashima,Bounce,
87,87,14,9504,7.74,24.57,5.11,-1.42,6.06,24.57,Nakashima,Hit,Fore
88,88,17,10821,4.14,16.59,,,,,Nakashima,Bounce,
89,89,17,10831,1.94,23.79,7.35,-0.86,1.67,23.79,Nakashima,Hit,Fore
90,90,17,10861,4.39,4.91,,,,,Nakashima,Bounce,
91,91,17,10873,4.9,1.02,5.79,1.02,4.07,24.5,Nakashima,Hit,Fore
92,92,18,11402,6.29,17.34,,,,,Nakashima,Bounce,
93,93,18,11413,6.91,25.59,5.04,-0.81,7.79,25.59,Nakashima,Hit,Back
94,94,18,11443,4.23,1.42,,,,,Nakashima,Bounce,
95,95,18,11451,4.06,-1.78,4.84,-1.78,5.96,25.18,Nakashima,Hit,Fore
96,96,18,11502,5.53,12.95,,,,,Nakashima,Bounce,
97,97,18,11530,6.19,15.19,5.49,-0.82,5.6,15.19,Nakashima,Hit,Fore
98,98,18,11557,1.54,8.06,,,,,Nakashima,Bounce,
99,99,18,11580,-0.18,6.42,0.94,6.42,4.25,15.71,Nakashima,Hit,Fore
100,100,20,12453,2.91,15.53,,,,,Nakashima,Bounce,
101,101,20,12466,-0.01,22.47,7.64,-1.13,1.49,22.47,Nakashima,Hit,Back
102,102,20,12494,9.27,2.57,,,,,Nakashima,Bounce,
103,103,20,12504,11.25,-2.94,10.05,-2.94,3.05,23.01,Nakashima,Hit,Back
104,104,20,12543,2.54,20.13,,,,,Nakashima,Bounce,
105,105,20,12553,0.56,24.06,7.57,-2.51,2.06,24.06,Nakashima,Hit,Back
106,106,20,12576,2.35,2.13,,,,,Nakashima,Bounce,
107,107,20,12588,2.32,-3.85,3.57,-3.85,3.79,22.36,Nakashima,Hit,Fore
108,108,20,12621,,,,,,,Nakashima,NoBounce,
109,109,20,12629,2.57,-33.3,-19.03,-33.3,-19.03,-33.3,Nakashima,Hit,Fore
110,110,20,12652,8.36,8.7,,,,,Nakashima,Bounce,
111,111,21,13583,2.27,6.79,,,,,Nishioka,Bounce,
112,112,21,13596,-1.24,-3.16,0.46,-3.16,6.59,23.62,Nishioka,Hit,Fore
113,113,21,13622,6.9,15.83,,,,,Nishioka,Bounce,
114,114,21,13641,10.22,22.47,2.44,-2.78,8.63,22.47,Nishioka,Hit,Fore
115,115,21,13674,8.23,0.35,,,,,Nishioka,Bounce,
116,116,21,13690,8.21,-5.44,6.82,-5.44,6.48,18.04,Nishioka,Hit,Back
117,117,21,13716,9.22,20.03,,,,,Nishioka,Bounce,
118,118,22,14212,9.21,6.32,,,,,Nishioka,Bounce,
119,119,22,14224,12.85,-2.97,10.38,-2.97,4.17,23.15,Nishioka,Hit,Back
120,120,22,14280,9.49,20.47,,,,,Nishioka,Bounce,
121,121,22,14311,10.11,27.13,-7.2,-24.74,7.78,27.13,Nishioka,Hit,Fore
122,122,22,14332,3.94,5.89,,,,,Nishioka,Bounce,
123,123,22,14348,1.85,-3.11,2.84,-3.11,6.9,26.78,Nishioka,Hit,Fore
124,124,22,14371,6.49,17.3,,,,,Nishioka,Bounce,
125,125,22,14387,8.36,25.16,4.29,-4.18,7.22,25.16,Nishioka,Hit,Fore
126,126,22,14409,5.07,5.59,,,,,Nishioka,Bounce,
127,127,22,14423,3.82,-2.43,4.74,-2.43,6.25,24.87,Nishioka,Hit,Fore
128,128,22,14454,8.1,18.57,,,,,Nishioka,Bounce,
129,129,22,14473,10.4,25.01,4.73,-2.94,8.77,25.01,Nishioka,Hit,Fore
130,130,22,14499,1.53,4.41,,,,,Nishioka,Bounce,
131,131,22,14523,-1.41,-3.62,-0.18,-3.62,7.68,24.53,Nishioka,Hit,Fore
132,132,23,15187,2.22,6.65,,,,,Nishioka,Bounce,
133,133,23,15203,-1.57,-1.65,0.33,-1.65,6.69,23.6,Nishioka,Hit,Fore
134,134,24,15674,8.22,5.68,,,,,Nishioka,Bounce,
135,135,24,15688,11.99,-4.77,10.44,-4.77,4.01,23.2,Nishioka,Hit,Back
136,136,25,16153,5.4,6.23,,,,,Nishioka,Bounce,
137,137,25,16166,4.48,-3.22,3.13,-3.22,6.53,23.16,Nishioka,Hit,Back
138,138,25,16222,3.18,17.74,,,,,Nishioka,Bounce,
139,139,25,16244,2.11,20.03,5.52,-2.77,1.6,20.03,Nishioka,Hit,Fore
140,140,26,16970,8.78,6.66,,,,,Nishioka,Bounce,
141,141,26,16982,12.28,-3.92,10.31,-3.92,4.18,23.37,Nishioka,Hit,Back
142,142,26,17014,4.16,18.16,,,,,Nishioka,Bounce,
143,143,26,17024,2.82,22.79,8.56,-3.93,3.93,22.79,Nishioka,Hit,Back
144,144,26,17047,4.42,2.81,,,,,Nishioka,Bounce,
145,145,26,17060,4.61,-3.08,5.45,-3.08,4.87,19.48,Nishioka,Hit,Fore
146,146,26,17079,,,,,,,Nishioka,NoBounce,
147,147,26,17083,8.32,16.79,5.33,-2.66,6.79,16.79,Nishioka,Hit,Fore
148,148,27,17820,2.68,6.55,,,,,Nishioka,Bounce,
149,149,27,17836,-1.25,-3.91,0.34,-3.91,6.62,23.41,Nishioka,Hit,Fore
150,150,27,17867,7.76,17.72,,,,,Nishioka,Bounce,
151,151,27,17881,10.25,-37.45,-14.72,-37.45,-14.72,-37.45,Nishioka,Hit,Fore
152,152,28,18525,5.95,6.46,,,,,Nishioka,Bounce,
153,153,28,18538,6.79,-3.08,7.66,-3.08,4.56,23.21,Nishioka,Hit,Fore
154,154,28,18591,5.83,17.84,,,,,Nishioka,Bounce,
155,155,28,18621,5.62,24.63,5.64,-3.96,4.58,24.63,Nishioka,Hit,Fore
156,156,28,18642,2.01,3.25,,,,,Nishioka,Bounce,
157,157,28,18659,0.61,-4.6,2.04,-4.6,5.42,23.66,Nishioka,Hit,Fore
158,158,28,18706,4.43,21.83,,,,,Nishioka,Bounce,
159,159,28,18718,4.88,24.84,4.94,-3.94,3.82,24.84,Nishioka,Hit,Fore
160,160,29,22224,3.24,6.93,,,,,Nishioka,Bounce,
161,161,29,22236,1.85,-1.22,3,-1.22,5.96,23.01,Nishioka,Hit,Fore
162,162,29,22260,4.16,16.2,,,,,Nishioka,Bounce,
163,163,29,22277,4.55,23.61,5.44,-2.93,5.65,23.61,Nishioka,Hit,Back
164,164,29,22300,5.16,4.51,,,,,Nishioka,Bounce,
165,165,29,22318,5.89,-2.07,6.87,-2.07,5.23,25.42,Nishioka,Hit,Fore
166,166,29,22339,7.85,18.5,,,,,Nishioka,Bounce,
167,167,29,22355,9.2,26.17,5.84,-2.34,7.96,26.17,Nishioka,Hit,Fore
168,168,29,22379,2.62,6.64,,,,,Nishioka,Bounce,
169,169,29,22399,0.08,-1.42,1.32,-1.42,6.76,25.31,Nishioka,Hit,Fore
170,170,29,22425,8.93,19.79,,,,,Nishioka,Bounce,
171,171,29,22438,12.43,25.3,2.07,-1.16,10.52,25.3,Nishioka,Hit,Fore
172,172,30,23379,7.4,7.43,,,,,Nakashima,Bounce,
173,173,30,23391,10.23,-0.75,9.03,-0.75,3.8,23.19,Nakashima,Hit,Back
174,174,30,23419,4.59,20.19,,,,,Nakashima,Bounce,
175,175,30,23430,3.95,24.2,7.23,-2.15,4.71,24.2,Nakashima,Hit,Back
176,176,30,23476,3.89,4.99,,,,,Nakashima,Bounce,
177,177,30,23503,4.28,-1.21,5.59,-1.21,5.74,26.73,Nakashima,Hit,Fore
178,178,30,23522,8.13,18.49,,,,,Nakashima,Bounce,
179,179,30,23537,10.53,27.43,5.17,-1.07,8.93,27.43,Nakashima,Hit,Fore
180,180,30,23569,4.96,3.88,,,,,Nakashima,Bounce,
181,181,30,23584,3.83,-0.86,5.32,-0.86,7.57,26.26,Nakashima,Hit,Fore
182,182,30,23606,0.59,22.6,,,,,Nakashima,Bounce,
183,183,32,24437,3.05,6.76,,,,,Nakashima,Bounce,
184,184,32,24450,1.94,-0.65,3.25,-0.65,5.56,24.01,Nakashima,Hit,Fore
185,185,32,24468,6.13,18.66,,,,,Nakashima,Bounce,
186,186,32,24478,7.11,24.55,4.39,-1.42,6.53,24.55,Nakashima,Hit,Fore
187,187,32,24508,4.4,2.79,,,,,Nakashima,Bounce,
188,188,32,24522,3.82,-3.73,5.01,-3.73,5.66,25.95,Nakashima,Hit,Fore
189,189,32,24546,9.1,22.38,,,,,Nakashima,Bounce,
190,190,32,24554,10.56,26.67,4.95,-2.81,8.94,26.67,Nakashima,Hit,Fore
191,191,32,24580,5.04,5.91,,,,,Nakashima,Bounce,
192,192,32,24596,3.28,-0.38,4.66,-0.38,8.94,26.6,Nakashima,Hit,Fore
193,193,32,24617,2.35,20.13,,,,,Nakashima,Bounce,
194,194,32,24634,1.63,27.4,5.09,2.75,3.12,27.4,Nakashima,Hit,Back
195,195,32,24669,1.45,-2.58,,,,,Nakashima,Bounce,
196,196,34,25594,6.93,7.29,,,,,Nakashima,Bounce,
197,197,34,25606,9.53,1.34,9.68,1.34,3.85,23.43,Nakashima,Hit,Fore
198,198,34,25624,8.58,19.71,,,,,Nakashima,Bounce,
199,199,35,26171,4.92,6.7,,,,,Nakashima,Bounce,
200,200,35,26189,4.74,-0.62,3.88,-0.62,5.72,24.22,Nakashima,Hit,Back
201,201,35,26214,5.68,21.64,,,,,Nakashima,Bounce,
202,202,35,26221,5.78,25.38,4.92,-2.29,5,25.38,Nakashima,Hit,Fore
203,203,35,26252,7.93,2.93,,,,,Nakashima,Bounce,
204,204,35,26267,8.78,-1.78,7.77,-1.78,4.81,26.49,Nakashima,Hit,Back
205,205,35,26294,8.04,25.24,,,,,Nakashima,Bounce,
206,206,37,27126,7.23,8.28,,,,,Nakashima,Bounce,
207,207,37,27143,10.24,-0.78,8.83,-0.78,3.77,24.65,Nakashima,Hit,Back
208,208,37,27165,5.41,18.87,,,,,Nakashima,Bounce,
209,209,37,27181,3.7,25.85,6.82,-1.16,4.67,25.85,Nakashima,Hit,Back
210,210,37,27206,5.97,4.37,,,,,Nakashima,Bounce,
211,211,37,27219,6.44,-1.2,5.67,-1.2,5.39,26.43,Nakashima,Hit,Back
212,212,37,27242,8.11,21.02,,,,,Nakashima,Bounce,
213,213,37,27252,8.88,26.71,4.74,-2.06,7.68,26.71,Nakashima,Hit,Fore
214,214,37,27285,4.45,2.7,,,,,Nakashima,Bounce,
215,215,37,27299,3.61,-2.87,4.85,-2.87,6.34,26.44,Nakashima,Hit,Fore
216,216,37,27322,8.64,21,,,,,Nakashima,Bounce,
217,217,37,27334,10.5,27.44,4.55,-1.73,8.7,27.44,Nakashima,Hit,Fore
218,218,37,27360,8.61,4.85,,,,,Nakashima,Bounce,
219,219,37,27376,8.81,-2.15,7.29,-2.15,7.13,25.89,Nakashima,Hit,Back
220,220,37,27409,5.34,18.13,,,,,Nakashima,Bounce,
221,221,37,27423,4.73,23.39,6.86,-3.02,5.63,23.39,Nakashima,Hit,Back
222,222,37,27451,8.08,5.42,,,,,Nakashima,Bounce,
223,223,37,27469,10.42,-2.06,9.16,-2.06,4.92,25.1,Nakashima,Hit,Back
224,224,37,27492,2.42,20.11,,,,,Nakashima,Bounce,
225,225,37,27503,0.13,25.93,8.64,-1.8,1.43,25.93,Nakashima,Hit,Back
226,226,37,27533,3.93,2.93,,,,,Nakashima,Bounce,
227,227,37,27546,4.57,-2.21,5.93,-2.21,2.95,26.61,Nakashima,Hit,Fore
228,228,37,27567,7.93,21.57,,,,,Nakashima,Bounce,
229,229,37,27577,9.1,27.54,5.41,-1.67,7.38,27.54,Nakashima,Hit,Fore
230,230,37,27656,9.27,7.86,,,,,Nakashima,Bounce,
231,231,37,27689,11.22,9.22,10.71,9.22,6.44,26.53,Nishioka,Hit,Back
232,232,37,27698,3.72,19.44,,,,,Nishioka,Bounce,
233,233,39,28845,9.07,17.43,,,,,Nishioka,Bounce,
234,234,39,28854,11.78,23.22,4.76,-0.73,9.99,23.22,Nishioka,Hit,Fore
235,235,42,30168,7.81,17.11,,,,,Nishioka,Bounce,
236,236,42,30179,10.63,23.4,4.75,-0.65,9.57,23.4,Nishioka,Hit,Fore
237,237,42,30213,5.12,1.18,,,,,Nishioka,Bounce,
238,238,42,30224,4.85,-2.74,5.9,-2.74,6.66,25.01,Nishioka,Hit,Fore
239,239,42,30246,2.49,18.33,,,,,Nishioka,Bounce,
240,240,42,30261,1.84,25.78,6.59,-3.64,2.97,25.78,Nishioka,Hit,Back
241,241,42,30293,7.37,8.86,,,,,Nishioka,Bounce,
242,242,42,30318,10.84,1.81,9.87,1.81,4.44,25.41,Nishioka,Hit,Back
243,243,43,30993,1.73,17.28,,,,,Nishioka,Bounce,
244,244,43,31003,-1.18,26.68,7.1,-0.88,0.55,26.68,Nishioka,Hit,Back
245,245,43,31034,1.88,3.79,,,,,Nishioka,Bounce,
246,246,43,31053,2.43,-2.34,3.94,-2.34,3.33,26.48,Nishioka,Hit,Fore
247,247,43,31077,7.69,22.38,,,,,Nishioka,Bounce,
248,248,43,31086,9.12,27.33,4.36,-1.33,8.04,27.33,Nishioka,Hit,Fore
249,249,43,31112,6.13,5.65,,,,,Nishioka,Bounce,
250,250,43,31127,5.63,-0.43,6.71,-0.43,7.45,26.48,Nishioka,Hit,Fore
251,251,43,31148,1.57,18.07,,,,,Nishioka,Bounce,
252,252,44,31722,6.5,17.7,,,,,Nishioka,Bounce,
253,253,44,31732,7.99,25.44,4.74,-1.29,8.94,25.44,Nishioka,Hit,Back
254,254,44,31779,7.76,1.92,,,,,Nishioka,Bounce,
255,255,44,31798,8.58,-1.46,7.5,-1.46,4.93,26.55,Nishioka,Hit,Back
256,256,44,31818,3.51,18.18,,,,,Nishioka,Bounce,
257,257,44,31832,1.16,26.32,6.98,-1.21,2.52,26.32,Nishioka,Hit,Back
258,258,44,31857,2.65,6.91,,,,,Nishioka,Bounce,
259,259,44,31878,3.38,-1.11,4.68,-1.11,4.66,26.27,Nishioka,Hit,Fore
260,260,44,31906,9.3,22.31,,,,,Nishioka,Bounce,
261,261,44,31916,11.67,27.62,4.77,-2.13,9.45,27.62,Nishioka,Hit,Fore
262,262,44,31944,8.39,4.89,,,,,Nishioka,Bounce,
263,263,44,31959,8.35,-1.1,7.5,-1.1,8.98,27.12,Nishioka,Hit,Back
264,264,44,31969,5.43,7.54,,,,,Nishioka,Bounce,
265,265,45,32685,2.48,17.12,,,,,Nishioka,Bounce,
266,266,45,32697,-1.19,27.37,7.2,-0.81,1.06,27.37,Nishioka,Hit,Back
267,267,45,32740,6.28,6.36,,,,,Nishioka,Bounce,
268,268,45,32757,7.66,3.1,6.91,3.1,4.76,25.86,Nishioka,Hit,Back
269,269,45,32780,8.56,23.37,,,,,Nishioka,Bounce,
270,270,45,32783,8.85,25.32,6.48,5.59,7.65,25.32,Nishioka,Hit,Fore
271,271,45,32832,8.79,9.46,,,,,Nishioka,Bounce,
272,272,45,32845,9.38,9.62,8,9.62,6.39,21.99,Nishioka,Hit,Back
273,273,45,32862,2.35,19.71,,,,,Nishioka,Bounce,
274,274,46,33578,8.21,17.56,,,,,Nakashima,Bounce,
275,275,46,33589,11.44,25.65,4.77,-0.37,9.88,25.65,Nakashima,Hit,Fore
276,276,46,33621,4.31,0.84,,,,,Nakashima,Bounce,
277,277,46,33628,3.66,-1.86,4.84,-1.86,7.18,25.08,Nakashima,Hit,Fore
278,278,46,33656,3.85,19.48,,,,,Nakashima,Bounce,
279,279,46,33665,3.99,23.51,5.93,-4.03,5.03,23.51,Nakashima,Hit,Back
280,280,46,33690,3.23,1.45,,,,,Nakashima,Bounce,
281,281,46,33701,3.07,-4.2,4.25,-4.2,5.18,18.97,Nakashima,Hit,Fore
282,282,46,33718,,,,,,,Nakashima,NoBounce,
283,283,46,33719,6.27,17.6,3.94,-3.93,5.71,17.6,Nakashima,Hit,Fore
284,284,46,33747,9.67,-1.56,,,,,Nakashima,Bounce,
285,285,49,35276,9.14,17.12,,,,,Nishioka,Bounce,
286,286,49,35288,12.94,25.62,4.68,-0.65,10.96,25.62,Nishioka,Hit,Fore
287,287,49,35316,5.56,4.21,,,,,Nishioka,Bounce,
288,288,49,35326,3.98,-0.56,3.51,-0.56,9.4,25.79,Nishioka,Hit,Back
289,289,49,35347,3.11,20.18,,,,,Nishioka,Bounce,
290,290,49,35360,2.52,27.1,4.63,-0.55,3.79,27.1,Nishioka,Hit,Back
291,291,49,35406,4.27,6.77,,,,,Nishioka,Bounce,
292,292,49,35429,4.29,0.35,5.88,0.35,4.91,27.14,Nishioka,Hit,Fore
293,293,49,35444,2.7,20.25,,,,,Nishioka,Bounce,
294,294,49,35456,0.98,27.79,5.91,2.75,2.61,27.79,Nishioka,Hit,Back
295,295,49,35485,0.65,9.61,,,,,Nishioka,Bounce,
296,296,51,36408,3.83,15.72,,,,,Nishioka,Bounce,
297,297,51,36420,2.15,23.65,6.96,-0.63,1.5,23.65,Nishioka,Hit,Fore
298,298,51,36445,1.6,6.25,,,,,Nishioka,Bounce,
299,299,51,36465,0.76,-1.29,2.03,-1.29,5.46,24.4,Nishioka,Hit,Fore
300,300,51,36498,10.48,20.97,,,,,Nishioka,Bounce,
301,301,52,37112,9.11,16.43,,,,,Nishioka,Bounce,
302,302,52,37124,13.07,25.21,4.71,-0.55,10.93,25.21,Nishioka,Hit,Fore
303,303,52,37171,5.04,3.55,,,,,Nishioka,Bounce,
304,304,52,37188,4.68,1.5,5.8,1.5,6.87,26.59,Nishioka,Hit,Fore
305,305,52,37204,7.96,17.66,,,,,Nishioka,Bounce,
306,306,52,37221,10.86,27.61,5.96,3.07,9.34,27.61,Nishioka,Hit,Fore
307,307,52,37255,2.33,9.3,,,,,Nishioka,Bounce,
308,308,52,37262,1.49,7.41,2.86,7.41,8.7,25.33,Nishioka,Hit,Fore
309,309,52,37291,9.54,13.3,,,,,Nishioka,Bounce,
310,310,53,38036,1.97,16.14,,,,,Nishioka,Bounce,
311,311,53,38048,-2.01,26.48,7,-1.46,-1.53,26.48,Nishioka,Hit,Back
312,312,53,38097,7.92,6.21,,,,,Nishioka,Bounce,
313,313,53,38122,10.44,4.22,9.29,4.22,5.13,25.53,Nishioka,Hit,Back
314,314,53,38146,9.27,24.3,,,,,Nishioka,Bounce,
315,315,54,38792,9.54,16.76,,,,,Nishioka,Bounce,
316,316,54,38804,13.87,25.02,4.71,-1.25,11.31,25.02,Nishioka,Hit,Fore
317,317,55,39377,2.39,16.24,,,,,Nishioka,Bounce,
318,318,55,39389,-0.91,26.08,7.14,-1.01,0.88,26.08,Nishioka,Hit,Back
319,319,55,39440,7.66,1.49,,,,,Nishioka,Bounce,
320,320,55,39459,9.69,-2,10.52,-2,4.61,26.74,Nishioka,Hit,Fore
321,321,55,39485,8.21,24.62,,,,,Nishioka,Bounce,
322,322,57,40461,5.77,16.64,,,,,Nishioka,Bounce,
323,323,57,40472,7.26,23.77,5.08,-0.61,8.41,23.77,Nishioka,Hit,Back
324,324,57,40512,4.87,1.39,,,,,Nishioka,Bounce,
325,325,57,40526,4.5,-2.12,5.75,-2.12,5.41,26.72,Nishioka,Hit,Fore
326,326,57,40545,8.2,19.3,,,,,Nishioka,Bounce,
327,327,57,40557,9.86,27.33,5.64,-1.84,8.19,27.33,Nishioka,Hit,Fore
328,328,57,40586,6.22,5.6,,,,,Nishioka,Bounce,
329,329,57,40604,5.62,-0.26,6.8,-0.26,7.61,26.74,Nishioka,Hit,Fore
330,330,57,40627,7.66,21.21,,,,,Nishioka,Bounce,
331,331,57,40639,8.71,26.83,6.27,-0.59,7.48,26.83,Nishioka,Hit,Fore
332,332,57,40668,3.07,2.3,,,,,Nishioka,Bounce,
333,333,57,40676,2.31,-1.44,3.76,-1.44,6.4,25.58,Nishioka,Hit,Fore
334,334,57,40704,7.46,21.89,,,,,Nishioka,Bounce,
335,335,57,40710,8.21,25.53,3.71,-1.72,7.41,25.53,Nishioka,Hit,Fore
336,336,57,40736,9.21,3.7,,,,,Nishioka,Bounce,
337,337,57,40751,10.02,-3.32,9.19,-3.32,5.61,23.81,Nishioka,Hit,Back
338,338,57,40787,3.63,18.33,,,,,Nishioka,Bounce,
339,339,57,40798,2.55,22.74,8.63,-1.84,3.76,22.74,Nishioka,Hit,Back
340,340,57,40820,1.66,2.71,,,,,Nishioka,Bounce,
341,341,58,41654,4.35,16.81,,,,,Nishioka,Bounce,
342,342,58,41666,3.28,26.95,6.61,-0.83,2.55,26.95,Nishioka,Hit,Fore
343,343,58,41700,9.88,4.47,,,,,Nishioka,Bounce,
344,344,59,42341,8.54,16.66,,,,,Nishioka,Bounce,
345,345,59,42352,12.11,25.34,4.68,-0.13,10.21,25.34,Nishioka,Hit,Fore
346,346,59,42379,4.74,4.4,,,,,Nishioka,Bounce,
347,347,59,42394,3.15,-0.48,4.76,-0.48,8.04,25.51,Nishioka,Hit,Fore
